"","x"
"HR_a0",0.724783969592034
"MSE_a0",0.00765817977478249
"lower_a0",0.584713487905406
"upper_a0",0.898411995172684
"CI_width_a0",0.313698507267278
"CI_a0",0.916067146282974
"power_a0",0.827338129496403
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",0.737017238584793
"MSE_0",0.00894791934742586
"lower_0",0.5784264217157
"upper_0",0.939091861566439
"CI_width_0",0.36066543985074
"CI_0",0.940047961630695
"power_0",0.712230215827338
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",0.74639879059099
"MSE_0.25",0.007551687777775
"lower_0.25",0.595345633514037
"upper_0.25",0.935779516636961
"CI_width_0.25",0.340433883122924
"CI_0.25",0.956834532374101
"power_0.25",0.752997601918465
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",0.75171040896634
"MSE_0.5",0.00727180710060518
"lower_0.5",0.606382194183705
"upper_0.5",0.931870819455759
"CI_width_0.5",0.325488625272055
"CI_0.5",0.937649880095923
"power_0.5",0.762589928057554
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",0.754947204261067
"MSE_0.75",0.00734694179513328
"lower_0.75",0.614131618443458
"upper_0.75",0.928053224176629
"CI_width_0.75",0.313921605733171
"CI_0.75",0.930455635491607
"power_0.75",0.786570743405276
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",0.757003063497091
"MSE_1",0.0075397273362233
"lower_1",0.619850227566743
"upper_1",0.924506147945735
"CI_width_1",0.304655920378991
"CI_1",0.920863309352518
"power_1",0.798561151079137
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",0.753385229993018
"MSE_iptw",0.00883881658348531
"lower_iptw",0.604155385554208
"upper_iptw",0.939596443544871
"CI_width_iptw",0.335441057990664
"CI_iptw",0.925659472422062
"power_iptw",0.693045563549161
"se_iptw",NA
"age_iptw",0.00605787820157333
"sex2_iptw",0.327480748828467
"HR_cox",0.735894742443446
"MSE_cox",0.00920720806734663
"lower_cox",0.57606912371467
"upper_cox",0.94006790138129
"CI_width_cox",0.36399877766662
"CI_cox",0.940047961630695
"power_cox",0.719424460431655
"se_cox",NA
"age_cox",0.00922675183827133
"sex2_cox",0.224301421066768
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.70726615723116
"MSE_a0_v1",0.00813930518713698
"lower_a0_v1",0.572520959480826
"upper_a0_v1",0.87372821817011
"CI_width_a0_v1",0.301207258689284
"CI_a0_v1",0.893285371702638
"power_a0_v1",0.87841726618705
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.109597988108182
"a0_logHR",-0.329117929754163
"bias_a0",NA
"scale",0.366204096222703
"mean_a0",0.490011056052179
"a0_wt_ecog0",0.479838420423036
"a0_wt_ecog1",0.491519291914384
"a0_wt_ecogNA",0.491024589690987
"a0_wt_int1",0.505351930215827
"a0_wt_int2",0.464211765575296
"a0_mean_q0.1",0.108137508393285
"a0_wt_int1_q0.1",0.139567964028777
"a0_wt_int2_q0.1",0.0838738896882494
"a0_mean_q0.25",0.255994256594724
"a0_wt_int1_q0.25",0.292312907673861
"a0_wt_int2_q0.25",0.209817559952038
"a0_mean_q0.5",0.491930551558753
"a0_wt_int1_q0.5",0.513175767386091
"a0_wt_int2_q0.5",0.44829417266187
"a0_mean_q0.75",0.71736337529976
"a0_wt_int1_q0.75",0.715209166666667
"a0_wt_int2_q0.75",0.710426211031175
"a0_mean_q0.9",0.871948498800959
"a0_wt_int1_q0.9",0.860285388489209
"a0_wt_int2_q0.9",0.871856146282974
"a0_wts_0_1",0.502835110911271
"a0_wts_1_1",0.505473522781775
"a0_wts_2_1",0.505617845981279
"a0_wts_0_2",NA
"a0_wts_1_2",0.466763434367574
"a0_wts_2_2",0.466157147631269
"nu_trt",200
"nu_ctrl",100
"nu_h",97.0215827338129
"T1E",0
"a0_wt_obs",0.498473505975642
"a0_wt_cen",0.464970922412637
"HR_e0.15_t_0.975",0.739401633254647
"MSE_e0.15_t_0.975",0.00805772696560612
"lower_e0.15_t_0.975",0.58923172821491
"upper_e0.15_t_0.975",0.9279871510647
"CI_width_e0.15_t_0.975",0.33875542284979
"CI_e0.15_t_0.975",0.942446043165468
"power_e0.15_t_0.975",0.755395683453237
"se_e0.15_t_0.975",NA
"age_e0.15_t_0.975",NA
"sex2_e0.15_t_0.975",NA
"HR_e0.20_t_0.975",0.738747606662236
"MSE_e0.20_t_0.975",0.00805047036987769
"lower_e0.20_t_0.975",0.588719935121853
"upper_e0.20_t_0.975",0.9271521005415
"CI_width_e0.20_t_0.975",0.338432165419646
"CI_e0.20_t_0.975",0.940047961630695
"power_e0.20_t_0.975",0.755395683453237
"se_e0.20_t_0.975",NA
"age_e0.20_t_0.975",NA
"sex2_e0.20_t_0.975",NA
"HR_e0.25_t_0.975",0.738092757036135
"MSE_e0.25_t_0.975",0.0080459761964708
"lower_e0.25_t_0.975",0.588207221829993
"upper_e0.25_t_0.975",0.926316429665152
"CI_width_e0.25_t_0.975",0.338109207835159
"CI_e0.25_t_0.975",0.937649880095923
"power_e0.25_t_0.975",0.760191846522782
"se_e0.25_t_0.975",NA
"age_e0.25_t_0.975",NA
"sex2_e0.25_t_0.975",NA
"HR_e0.30_t_0.975",0.737437049374758
"MSE_e0.30_t_0.975",0.00804425383564334
"lower_e0.30_t_0.975",0.58769355920905
"upper_e0.30_t_0.975",0.925480096314582
"CI_width_e0.30_t_0.975",0.337786537105533
"CI_e0.30_t_0.975",0.942446043165468
"power_e0.30_t_0.975",0.762589928057554
"se_e0.30_t_0.975",NA
"age_e0.30_t_0.975",NA
"sex2_e0.30_t_0.975",NA
"HR_e0.35_t_0.975",0.736780448003559
"MSE_e0.35_t_0.975",0.00804531348571548
"lower_e0.35_t_0.975",0.587178917522288
"upper_e0.35_t_0.975",0.92464305763491
"CI_width_e0.35_t_0.975",0.337464140112622
"CI_e0.35_t_0.975",0.940047961630695
"power_e0.35_t_0.975",0.762589928057554
"se_e0.35_t_0.975",NA
