"","x"
"HR_a0",1.00568026476072
"MSE_a0",0.0127987771784073
"lower_a0",0.804007676815133
"upper_a0",1.25794481031112
"CI_width_a0",0.453937133495985
"CI_a0",0.956834532374101
"power_a0",0.026378896882494
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",0.996569218883964
"MSE_0",0.0145527466358018
"lower_0",0.782642485877532
"upper_0",1.26897283846728
"CI_width_0",0.486330352589745
"CI_0",0.964028776978417
"power_0",0.026378896882494
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",1.01728938515021
"MSE_0.25",0.0133923319999516
"lower_0.25",0.806348470190563
"upper_0.25",1.28341540823326
"CI_width_0.25",0.477066938042699
"CI_0.25",0.973621103117506
"power_0.25",0.0119904076738609
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",1.03383332585522
"MSE_0.5",0.0137156941088603
"lower_0.5",0.825564780599449
"upper_0.5",1.29464727347518
"CI_width_0.5",0.469082492875732
"CI_0.5",0.959232613908873
"power_0.5",0.00959232613908873
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",1.04744422091207
"MSE_0.75",0.0147895843782214
"lower_0.75",0.841570067331769
"upper_0.75",1.30368807901714
"CI_width_0.75",0.462118011685366
"CI_0.75",0.947242206235012
"power_0.75",0.0119904076738609
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",1.05889785220721
"MSE_1",0.0162453548345241
"lower_1",0.855177164660442
"upper_1",1.31115708874413
"CI_width_1",0.455979924083688
"CI_1",0.928057553956835
"power_1",0.0119904076738609
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",1.11245627195137
"MSE_iptw",0.0330065142673837
"lower_iptw",0.866657823463078
"upper_iptw",1.42819467260484
"CI_width_iptw",0.561536849141757
"CI_iptw",0.887290167865707
"power_iptw",0.00479616306954436
"se_iptw",NA
