"","x"
"HR_a0",1.00578994590108
"MSE_a0",0.0122479616138935
"lower_a0",0.804459989119935
"upper_a0",1.25751240731128
"CI_width_a0",0.453052418191347
"CI_a0",0.959232613908873
"power_a0",0.0215827338129496
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",1.00595488074726
"MSE_0",0.0144406453031106
"lower_0",0.790105111531009
"upper_0",1.2807757584295
"CI_width_0",0.490670646898487
"CI_0",0.959232613908873
"power_0",0.026378896882494
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",1.01723436020628
"MSE_0.25",0.0129636677293287
"lower_0.25",0.806558149720755
"upper_0.25",1.28294327740496
"CI_width_0.25",0.476385127684202
"CI_0.25",0.966426858513189
"power_0.25",0.0143884892086331
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",1.02614017035481
"MSE_0.5",0.0126344134912168
"lower_0.5",0.81978392081151
"upper_0.5",1.28444509480935
"CI_width_0.5",0.464661173997837
"CI_0.5",0.968824940047962
"power_0.5",0.00719424460431655
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",1.03338540422138
"MSE_0.75",0.0128947455455384
"lower_0.75",0.830708872374704
"upper_0.75",1.28551706212772
"CI_width_0.75",0.454808189753017
"CI_0.75",0.961630695443645
"power_0.75",0.00719424460431655
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",1.0394138671035
"MSE_1",0.0134652001164551
"lower_1",0.839922037921763
"upper_1",1.28629476312174
"CI_width_1",0.446372725199975
"CI_1",0.952038369304556
"power_1",0.00719424460431655
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",1.06712791403334
"MSE_iptw",0.0235469498951157
"lower_iptw",0.836140731647357
"upper_iptw",1.36213859584094
"CI_width_iptw",0.525997864193579
"CI_iptw",0.920863309352518
"power_iptw",0.00959232613908873
"se_iptw",NA
"age_iptw",0.00886226852524944
"sex2_iptw",0.2262409963702
"HR_cox",1.00601106853331
"MSE_cox",0.0150275390047158
"lower_cox",0.788845045728436
"upper_cox",1.28296579382208
"CI_width_cox",0.494120748093644
"CI_cox",0.94484412470024
"power_cox",0.026378896882494
"se_cox",NA
"age_cox",0.00858342260792981
"sex2_cox",0.225281713473985
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.99027355968428
"MSE_a0_v1",0.0121388327653842
"lower_a0_v1",0.793967803718367
"upper_a0_v1",1.23512215449911
"CI_width_a0_v1",0.441154350780739
"CI_a0_v1",0.946762589928058
"power_a0_v1",0.0390887290167866
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.113958154277279
"a0_logHR",-0.000236909146834148
"bias_a0",NA
"scale",-0.183102048111352
"mean_a0",0.496402781002326
"a0_wt_ecog0",0.497021423280756
"a0_wt_ecog1",0.496685172230994
"a0_wt_ecogNA",0.497089373972034
"a0_wt_int1",0.495440052278177
"a0_wt_int2",0.498121005629264
"a0_mean_q0.1",0.116420537170264
"a0_wt_int1_q0.1",0.124441350119904
"a0_wt_int2_q0.1",0.117520371702638
"a0_mean_q0.25",0.265727224220624
"a0_wt_int1_q0.25",0.272535407673861
"a0_wt_int2_q0.25",0.262150065947242
"a0_mean_q0.5",0.494066582733813
"a0_wt_int1_q0.5",0.493180743405276
"a0_wt_int2_q0.5",0.496664196642686
"a0_mean_q0.75",0.724570023980815
"a0_wt_int1_q0.75",0.713825917266187
"a0_wt_int2_q0.75",0.736096474820144
"a0_mean_q0.9",0.883424074340528
"a0_wt_int1_q0.9",0.875294892086331
"a0_wt_int2_q0.9",0.880225942446043
"a0_wts_0_1",0.493476639688249
"a0_wts_1_1",0.495808548361311
"a0_wts_2_1",0.495515091281813
"a0_wts_0_2",NA
"a0_wts_1_2",0.495670640074714
"a0_wts_2_2",0.499811335948954
"nu_trt",200
"nu_ctrl",100
"nu_h",52.5347721822542
"T1E",1
"a0_wt_obs",0.510460903665998
"a0_wt_cen",0.484463918457769
"HR_e0.15_t_0.975",1.01310500726351
"MSE_e0.15_t_0.975",0.0131322788071062
"lower_e0.15_t_0.975",0.804803121841529
"upper_e0.15_t_0.975",1.2753998164248
"CI_width_e0.15_t_0.975",0.470596694583271
"CI_e0.15_t_0.975",0.956834532374101
"power_e0.15_t_0.975",0.0215827338129496
"se_e0.15_t_0.975",NA
"age_e0.15_t_0.975",NA
"sex2_e0.15_t_0.975",NA
"HR_e0.20_t_0.975",1.01245835594175
"MSE_e0.20_t_0.975",0.0131052566718777
"lower_e0.20_t_0.975",0.804328693536939
"upper_e0.20_t_0.975",1.27452429328145
"CI_width_e0.20_t_0.975",0.470195599744507
"CI_e0.20_t_0.975",0.956834532374101
"power_e0.20_t_0.975",0.0215827338129496
"se_e0.20_t_0.975",NA
"age_e0.20_t_0.975",NA
"sex2_e0.20_t_0.975",NA
"HR_e0.25_t_0.975",1.01181337109414
"MSE_e0.25_t_0.975",0.0130802932997784
"lower_e0.25_t_0.975",0.803855363681045
"upper_e0.25_t_0.975",1.27365123425663
"CI_width_e0.25_t_0.975",0.469795870575585
"CI_e0.25_t_0.975",0.956834532374101
"power_e0.25_t_0.975",0.0215827338129496
"se_e0.25_t_0.975",NA
"age_e0.25_t_0.975",NA
"sex2_e0.25_t_0.975",NA
"HR_e0.30_t_0.975",1.01117003984737
"MSE_e0.30_t_0.975",0.0130573719787459
"lower_e0.30_t_0.975",0.803383081696977
"upper_e0.30_t_0.975",1.27278068627311
"CI_width_e0.30_t_0.975",0.469397604576129
"CI_e0.30_t_0.975",0.956834532374101
"power_e0.30_t_0.975",0.0215827338129496
"se_e0.30_t_0.975",NA
"age_e0.30_t_0.975",NA
"sex2_e0.30_t_0.975",NA
"HR_e0.35_t_0.975",1.01052834940415
