"","x"
"HR_a0",0.765031170732982
"MSE_a0",0.00914604076643982
"lower_a0",0.609597834269684
"upper_a0",0.960101993061786
"CI_width_a0",0.350504158792102
"CI_a0",0.935251798561151
"power_a0",0.671462829736211
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",0.736747061362172
"MSE_0",0.00857457334752125
"lower_0",0.578080182122773
"upper_0",0.938966382341225
"CI_width_0",0.360886200218452
"CI_0",0.942446043165468
"power_0",0.731414868105516
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",0.772369665192742
"MSE_0.25",0.00974891514189951
"lower_0.25",0.610952839228641
"upper_0.25",0.976436799192909
"CI_width_0.25",0.365483959964268
"CI_0.25",0.937649880095923
"power_0.25",0.611510791366906
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",0.801728681829303
"MSE_0.5",0.0131031915554261
"lower_0.5",0.638372190697946
"upper_0.5",1.00689202072428
"CI_width_0.5",0.368519830026333
"CI_0.5",0.896882494004796
"power_0.5",0.501199040767386
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",0.826568338861867
"MSE_0.75",0.0176024197058675
"lower_0.75",0.661805243518876
"upper_0.75",1.03235728073871
"CI_width_0.75",0.370552037219834
"CI_0.75",0.853717026378897
"power_0.75",0.419664268585132
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",0.84799711732063
"MSE_1",0.0226950024387041
"lower_1",0.682193391777165
"upper_1",1.05410666869284
"CI_width_1",0.371913276915671
"CI_1",0.772182254196643
"power_1",0.338129496402878
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",0.949373979948934
"MSE_iptw",0.0655842909255819
"lower_iptw",0.728009868753251
"upper_iptw",1.23834588367694
"CI_width_iptw",0.510336014923691
"CI_iptw",0.52757793764988
"power_iptw",0.0815347721822542
"se_iptw",NA
"age_iptw",0.00870363723218494
"sex2_iptw",0.232577146187265
"HR_cox",0.735348581094712
"MSE_cox",0.00885489080081976
"lower_cox",0.575499963919712
"upper_cox",0.939601907256387
"CI_width_cox",0.364101943336675
"CI_cox",0.940047961630695
"power_cox",0.73621103117506
"se_cox",NA
"age_cox",0.00900762492267524
"sex2_cox",0.233024223161918
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.75364148507581
"MSE_a0_v1",0.00839990820887923
"lower_a0_v1",0.601889883660085
"upper_a0_v1",0.943659797552358
"CI_width_a0_v1",0.341769913892274
"CI_a0_v1",0.936450839328537
"power_a0_v1",0.717505995203837
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.115911959857199
"a0_logHR",-0.274666525901299
"bias_a0",NA
"scale",-0.915510240556758
"mean_a0",0.488889524285003
"a0_wt_ecog0",0.490162058247375
"a0_wt_ecog1",0.49050744780283
"a0_wt_ecogNA",0.488522632230489
"a0_wt_int1",0.495156136211031
"a0_wt_int2",0.472882767591494
"a0_mean_q0.1",0.106727928057554
"a0_wt_int1_q0.1",0.122318863309353
"a0_wt_int2_q0.1",0.094721654676259
"a0_mean_q0.25",0.25296381294964
"a0_wt_int1_q0.25",0.270773651079137
"a0_wt_int2_q0.25",0.222471324940048
"a0_mean_q0.5",0.485101930455635
"a0_wt_int1_q0.5",0.492418525179856
"a0_wt_int2_q0.5",0.463442973621103
"a0_mean_q0.75",0.720655947242206
"a0_wt_int1_q0.75",0.716875431654676
"a0_wt_int2_q0.75",0.714913591127098
"a0_mean_q0.9",0.880105059952038
"a0_wt_int1_q0.9",0.875661100719425
"a0_wt_int2_q0.9",0.867962023980815
"a0_wts_0_1",0.490481226019185
"a0_wts_1_1",0.496477835331735
"a0_wts_2_1",0.495119818596736
"a0_wts_0_2",NA
"a0_wts_1_2",0.472610527544112
"a0_wts_2_2",0.471255671784227
"nu_trt",200
"nu_ctrl",100
"nu_h",45.5875299760192
"T1E",0
"a0_wt_obs",0.507852094875348
"a0_wt_cen",0.475650937879539
"HR_e0.15_t_0.975",0.765822095143402
"MSE_e0.15_t_0.975",0.0104371045614579
"lower_e0.15_t_0.975",0.605914463556761
"upper_e0.15_t_0.975",0.967980374903281
"CI_width_e0.15_t_0.975",0.36206591134652
"CI_e0.15_t_0.975",0.932853717026379
"power_e0.15_t_0.975",0.647482014388489
"se_e0.15_t_0.975",NA
"age_e0.15_t_0.975",NA
"sex2_e0.15_t_0.975",NA
"HR_e0.20_t_0.975",0.764882348134579
"MSE_e0.20_t_0.975",0.0103137324542632
"lower_e0.20_t_0.975",0.605188352240337
"upper_e0.20_t_0.975",0.966765165338898
"CI_width_e0.20_t_0.975",0.361576813098561
"CI_e0.20_t_0.975",0.932853717026379
"power_e0.20_t_0.975",0.649880095923261
"se_e0.20_t_0.975",NA
"age_e0.20_t_0.975",NA
"sex2_e0.20_t_0.975",NA
"HR_e0.25_t_0.975",0.763943757295115
"MSE_e0.25_t_0.975",0.0101942580977624
