"","x"
"HR_a0",0.998685992868046
"MSE_a0",0.0130448999223338
"lower_a0",0.805643861392979
"upper_a0",1.23798736976465
"CI_width_a0",0.432343508371671
"CI_a0",0.937649880095923
"power_a0",0.0383693045563549
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",1.01562322794727
"MSE_0",0.0159438109421047
"lower_0",0.79764034132848
"upper_0",1.29318033730822
"CI_width_0",0.495539995979738
"CI_0",0.94484412470024
"power_0",0.0191846522781775
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",1.06250159923915
"MSE_0.25",0.0173657614176426
"lower_0.25",0.848030252859705
"upper_0.25",1.33121624684823
"CI_width_0.25",0.483185993988529
"CI_0.25",0.928057553956835
"power_0.25",0.00479616306954436
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",1.09164370102489
"MSE_0.5",0.0224925658785467
"lower_0.5",0.881154824367443
"upper_0.5",1.35241676968269
"CI_width_0.5",0.471261945315244
"CI_0.5",0.851318944844125
"power_0.5",0.00239808153477218
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",1.11136756161829
"MSE_0.75",0.0278427084506744
"lower_0.75",0.904657484711461
"upper_0.75",1.36531356439695
"CI_width_0.75",0.460656079685491
"CI_0.75",0.808153477218225
"power_0.75",0.00239808153477218
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",1.12548717949754
"MSE_1",0.0326360347034107
"lower_1",0.922197231994717
"upper_1",1.37359475307325
"CI_width_1",0.451397521078533
"CI_1",0.76978417266187
"power_1",0.00239808153477218
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",1.10291625975099
"MSE_iptw",0.0250991085953366
"lower_iptw",0.880479148374446
"upper_iptw",1.38166212039383
"CI_width_iptw",0.501182972019385
"CI_iptw",0.887290167865707
"power_iptw",0.00479616306954436
"se_iptw",NA
"age_iptw",0.0126719748948173
"sex2_iptw",0.0683392714251069
"HR_cox",1.01562196132326
"MSE_cox",0.016169617204436
"lower_cox",0.796311508153992
"upper_cox",1.29533684661841
"CI_width_cox",0.499025338464417
"CI_cox",0.952038369304556
"power_cox",0.0191846522781775
"se_cox",NA
"age_cox",0.00886718061778955
"sex2_cox",0.243669294248209
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.971621419623782
"MSE_a0_v1",0.0137318967714097
"lower_a0_v1",0.786892666536421
"upper_a0_v1",1.1997214036058
"CI_width_a0_v1",0.41282873706938
"CI_a0_v1",0.924700239808154
"power_a0_v1",0.0640287769784173
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.109589150411118
"a0_logHR",-0.00784517342136331
"bias_a0",NA
"scale",-0.732408192445406
"mean_a0",0.474355895497451
"a0_wt_ecog0",0.440957852103599
"a0_wt_ecog1",0.478084430492458
"a0_wt_ecogNA",0.477367889196514
"a0_wt_int1",0.504350257314149
"a0_wt_int2",0.424339852805524
"a0_mean_q0.1",0.0844753021582734
"a0_wt_int1_q0.1",0.135709443645084
"a0_wt_int2_q0.1",0.046301587529976
"a0_mean_q0.25",0.232398519184652
"a0_wt_int1_q0.25",0.289465179856115
"a0_wt_int2_q0.25",0.155641918465228
"a0_mean_q0.5",0.473585815347722
"a0_wt_int1_q0.5",0.513091211031175
"a0_wt_int2_q0.5",0.391992122302158
"a0_mean_q0.75",0.707401025179856
"a0_wt_int1_q0.75",0.716001193045564
"a0_wt_int2_q0.75",0.674992877697842
"a0_mean_q0.9",0.865911745803357
"a0_wt_int1_q0.9",0.86078757793765
"a0_wt_int2_q0.9",0.855658369304556
"a0_wts_0_1",0.503601831534772
"a0_wts_1_1",0.504958939248601
"a0_wts_2_1",0.504152304865785
"a0_wts_0_2",0.334891130409958
"a0_wts_1_2",0.432794570452292
"a0_wts_2_2",0.432005445548238
"nu_trt",200
"nu_ctrl",100
"nu_h",96.5395683453237
"T1E",1
"a0_wt_obs",0.478818658313949
"a0_wt_cen",0.461236948410462
"HR_e0.15_t_0.975",1.02471811829144
"MSE_e0.15_t_0.975",0.0160759320274193
"lower_e0.15_t_0.975",0.81134245530195
"upper_e0.15_t_0.975",1.29437993942528
"CI_width_e0.15_t_0.975",0.483037484123327
"CI_e0.15_t_0.975",0.935251798561151
"power_e0.15_t_0.975",0.0167865707434053
"se_e0.15_t_0.975",NA
"age_e0.15_t_0.975",NA
"sex2_e0.15_t_0.975",NA
"HR_e0.20_t_0.975",1.02370144421331
"MSE_e0.20_t_0.975",0.0158908194194859
"lower_e0.20_t_0.975",0.81053544353357
"upper_e0.20_t_0.975",1.29309938767388
"CI_width_e0.20_t_0.975",0.482563944140314
"CI_e0.20_t_0.975",0.937649880095923
"power_e0.20_t_0.975",0.0167865707434053
"se_e0.20_t_0.975",NA
"age_e0.20_t_0.975",NA
"sex2_e0.20_t_0.975",NA
"HR_e0.25_t_0.975",1.02268210624343
"MSE_e0.25_t_0.975",0.0157151264382677
"lower_e0.25_t_0.975",0.809725912155761
"upper_e0.25_t_0.975",1.29181610797979
"CI_width_e0.25_t_0.975",0.482090195824029
"CI_e0.25_t_0.975",0.937649880095923
"power_e0.25_t_0.975",0.0167865707434053
"se_e0.25_t_0.975",NA
"age_e0.25_t_0.975",NA
"sex2_e0.25_t_0.975",NA
"HR_e0.30_t_0.975",1.02166000097722
"MSE_e0.30_t_0.975",0.0155489151901826
"lower_e0.30_t_0.975",0.808913772304464
"upper_e0.30_t_0.975",1.29052998038367
"CI_width_e0.30_t_0.975",0.481616208079202
"CI_e0.30_t_0.975",0.940047961630695
"power_e0.30_t_0.975",0.0167865707434053
"se_e0.30_t_0.975",NA
"age_e0.30_t_0.975",NA
"sex2_e0.30_t_0.975",NA
"HR_e0.35_t_0.975",1.0206350214302
"MSE_e0.35_t_0.975",0.0153922525278144
"lower_e0.35_t_0.975",0.808098931911374
"upper_e0.35_t_0.975",1.28924088097796
"CI_width_e0.35_t_0.975",0.481141949066588
"CI_e0.35_t_0.975",0.94484412470024
"power_e0.35_t_0.975",0.0167865707434053
"se_e0.35_t_0.975",NA
"age_e0.35_t_0.975",NA
"sex2_e0.35_t_0.975",NA
"HR_e0.40_t_0.975",1.01960705681574
"MSE_e0.40_t_0.975",0.0152452102955459
"lower_e0.40_t_0.975",0.807281295501568
"upper_e0.40_t_0.975",1.28794868166729
"CI_width_e0.40_t_0.975",0.480667386165724
"CI_e0.40_t_0.975",0.947242206235012
"power_e0.40_t_0.975",0.0167865707434053
"se_e0.40_t_0.975",NA
"age_e0.40_t_0.975",NA
"sex2_e0.40_t_0.975",NA
"HR_e0.15_t_0.950",1.03873274904085
"MSE_e0.15_t_0.950",0.0169265081457033
"lower_e0.15_t_0.950",0.827478396876586
"upper_e0.15_t_0.950",1.30411803874797
"CI_width_e0.15_t_0.950",0.476639641871384
"CI_e0.15_t_0.950",0.92326139088729
"power_e0.15_t_0.950",0.0143884892086331
"se_e0.15_t_0.950",NA
"age_e0.15_t_0.950",NA
"sex2_e0.15_t_0.950",NA
"HR_e0.20_t_0.950",1.03672212465674
"MSE_e0.20_t_0.950",0.0165740543946694
"lower_e0.20_t_0.950",0.825869816046721
"upper_e0.20_t_0.950",1.3016050797174
"CI_width_e0.20_t_0.950",0.475735263670681
"CI_e0.20_t_0.950",0.92326139088729
"power_e0.20_t_0.950",0.0167865707434053
"se_e0.20_t_0.950",NA
"age_e0.20_t_0.950",NA
"sex2_e0.20_t_0.950",NA
"HR_e0.25_t_0.950",1.03470435282975
"MSE_e0.25_t_0.950",0.0162418990335384
"lower_e0.25_t_0.950",0.82425480018169
"upper_e0.25_t_0.950",1.29908429610863
"CI_width_e0.25_t_0.950",0.474829495926935
"CI_e0.25_t_0.950",0.930455635491607
"power_e0.25_t_0.950",0.0167865707434053
"se_e0.25_t_0.950",NA
"age_e0.25_t_0.950",NA
"sex2_e0.25_t_0.950",NA
"HR_e0.30_t_0.950",1.03267919322772
"MSE_e0.30_t_0.950",0.015930241167241
"lower_e0.30_t_0.950",0.822633142545205
"upper_e0.30_t_0.950",1.29655540963153
"CI_width_e0.30_t_0.950",0.47392226708632
"CI_e0.30_t_0.950",0.930455635491607
"power_e0.30_t_0.950",0.0167865707434053
"se_e0.30_t_0.950",NA
"age_e0.30_t_0.950",NA
"sex2_e0.30_t_0.950",NA
"HR_e0.35_t_0.950",1.03064639603361
"MSE_e0.35_t_0.950",0.015639292419536
"lower_e0.35_t_0.950",0.821004628004351
"upper_e0.35_t_0.950",1.29401813139444
"CI_width_e0.35_t_0.950",0.473013503390084
"CI_e0.35_t_0.950",0.935251798561151
"power_e0.35_t_0.950",0.0167865707434053
"se_e0.35_t_0.950",NA
"age_e0.35_t_0.950",NA
"sex2_e0.35_t_0.950",NA
"HR_e0.40_t_0.950",1.02860570129269
"MSE_e0.40_t_0.950",0.0153692776910573
"lower_e0.40_t_0.950",0.819369032441139
"upper_e0.40_t_0.950",1.29147216119147
"CI_width_e0.40_t_0.950",0.472103128750336
"CI_e0.40_t_0.950",0.935251798561151
"power_e0.40_t_0.950",0.0167865707434053
"se_e0.40_t_0.950",NA
"age_e0.40_t_0.950",NA
"sex2_e0.40_t_0.950",NA
"HR_e0.15_t_0.925",1.05381436489893
"MSE_e0.15_t_0.925",0.018146759284673
"lower_e0.15_t_0.925",0.844693501996385
"upper_e0.15_t_0.925",1.31486228750663
"CI_width_e0.15_t_0.925",0.470168785510244
"CI_e0.15_t_0.925",0.899280575539568
"power_e0.15_t_0.925",0.0143884892086331
"se_e0.15_t_0.925",NA
"age_e0.15_t_0.925",NA
"sex2_e0.15_t_0.925",NA
"HR_e0.20_t_0.925",1.0508048145562
"MSE_e0.20_t_0.925",0.0176010554785902
"lower_e0.20_t_0.925",0.842270771356504
"upper_e0.20_t_0.925",1.31112386222287
"CI_width_e0.20_t_0.925",0.468853090866367
"CI_e0.20_t_0.925",0.906474820143885
"power_e0.20_t_0.925",0.0143884892086331
"se_e0.20_t_0.925",NA
"age_e0.20_t_0.925",NA
"sex2_e0.20_t_0.925",NA
"HR_e0.25_t_0.925",1.04778102104292
"MSE_e0.25_t_0.925",0.0170865446395603
"lower_e0.25_t_0.925",0.839835552332816
"upper_e0.25_t_0.925",1.30736932311617
"CI_width_e0.25_t_0.925",0.467533770783356
"CI_e0.25_t_0.925",0.908872901678657
"power_e0.25_t_0.925",0.0167865707434053
"se_e0.25_t_0.925",NA
"age_e0.25_t_0.925",NA
"sex2_e0.25_t_0.925",NA
"HR_e0.30_t_0.925",1.04474255187844
"MSE_e0.30_t_0.925",0.0166036348290139
"lower_e0.30_t_0.925",0.83738747254513
"upper_e0.30_t_0.925",1.30359817013992
"CI_width_e0.30_t_0.925",0.466210697594795
"CI_e0.30_t_0.925",0.911270983213429
"power_e0.30_t_0.925",0.0167865707434053
"se_e0.30_t_0.925",NA
"age_e0.30_t_0.925",NA
"sex2_e0.30_t_0.925",NA
"HR_e0.35_t_0.925",1.04168895654838
"MSE_e0.35_t_0.925",0.0161527570672135
"lower_e0.35_t_0.925",0.834926143683419
"upper_e0.35_t_0.925",1.29980988303959
"CI_width_e0.35_t_0.925",0.464883739356171
"CI_e0.35_t_0.925",0.925659472422062
"power_e0.35_t_0.925",0.0167865707434053
"se_e0.35_t_0.925",NA
"age_e0.35_t_0.925",NA
"sex2_e0.35_t_0.925",NA
"HR_e0.40_t_0.925",1.03861976524198
"MSE_e0.40_t_0.925",0.0157343667970083
"lower_e0.40_t_0.925",0.832451160369123
"upper_e0.40_t_0.925",1.29600391997498
"CI_width_e0.40_t_0.925",0.463552759605862
"CI_e0.40_t_0.925",0.925659472422062
"power_e0.40_t_0.925",0.0167865707434053
"se_e0.40_t_0.925",NA
"age_e0.40_t_0.925",NA
"sex2_e0.40_t_0.925",NA
"HR_e0.15_t_0.900",1.06645318760838
"MSE_e0.15_t_0.900",0.0189528211270032
"lower_e0.15_t_0.900",0.857909393304492
"upper_e0.15_t_0.900",1.32578136207213
"CI_width_e0.15_t_0.900",0.467871968767643
"CI_e0.15_t_0.900",0.894484412470024
"power_e0.15_t_0.900",0.00959232613908873
"se_e0.15_t_0.900",NA
"age_e0.15_t_0.900",NA
"sex2_e0.15_t_0.900",NA
"HR_e0.20_t_0.900",1.06268576098952
"MSE_e0.20_t_0.900",0.0182619713199027
"lower_e0.20_t_0.900",0.854868166389824
"upper_e0.20_t_0.900",1.32111437295361
"CI_width_e0.20_t_0.900",0.466246206563782
"CI_e0.20_t_0.900",0.899280575539568
"power_e0.20_t_0.900",0.00959232613908873
"se_e0.20_t_0.900",NA
"age_e0.20_t_0.900",NA
"sex2_e0.20_t_0.900",NA
"HR_e0.25_t_0.900",1.05889746886527
"MSE_e0.25_t_0.900",0.0176121501699664
"lower_e0.25_t_0.900",0.851808874798999
"upper_e0.25_t_0.900",1.31642342133101
"CI_width_e0.25_t_0.900",0.464614546532007
"CI_e0.25_t_0.900",0.904076738609113
"power_e0.25_t_0.900",0.0119904076738609
"se_e0.25_t_0.900",NA
"age_e0.25_t_0.900",NA
"sex2_e0.25_t_0.900",NA
"HR_e0.30_t_0.900",1.0550876834907
"MSE_e0.30_t_0.900",0.0170040026686718
"lower_e0.30_t_0.900",0.84873097880588
"upper_e0.30_t_0.900",1.31170778031627
"CI_width_e0.30_t_0.900",0.462976801510394
"CI_e0.30_t_0.900",0.908872901678657
"power_e0.30_t_0.900",0.0143884892086331
"se_e0.30_t_0.900",NA
"age_e0.30_t_0.900",NA
"sex2_e0.30_t_0.900",NA
"HR_e0.35_t_0.900",1.05125574907438
"MSE_e0.35_t_0.900",0.0164382089471514
"lower_e0.35_t_0.900",0.845633914000534
"upper_e0.35_t_0.900",1.30696669145533
"CI_width_e0.35_t_0.900",0.461332777454797
"CI_e0.35_t_0.900",0.92326139088729
"power_e0.35_t_0.900",0.0143884892086331
"se_e0.35_t_0.900",NA
"age_e0.35_t_0.900",NA
"sex2_e0.35_t_0.900",NA
"HR_e0.40_t_0.900",1.04740097971497
"MSE_e0.40_t_0.900",0.0159154866331632
"lower_e0.40_t_0.900",0.842517089434308
"upper_e0.40_t_0.900",1.30219936246765
"CI_width_e0.40_t_0.900",0.459682273033345
"CI_e0.40_t_0.900",0.92326139088729
"power_e0.40_t_0.900",0.0143884892086331
"se_e0.40_t_0.900",NA
"age_e0.40_t_0.900",NA
"sex2_e0.40_t_0.900",NA
"HR_e0.15_t_0.000",1.07852109326654
"MSE_e0.15_t_0.000",0.0196823423295475
"lower_e0.15_t_0.000",0.870533236734568
