"","x"
"HR_a0",0.986540687376059
"MSE_a0",0.0123733929749181
"lower_a0",0.796283189497707
"upper_a0",1.22226105878111
"CI_width_a0",0.425977869283399
"CI_a0",0.947242206235012
"power_a0",0.0383693045563549
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",1.0013037025057
"MSE_0",0.0150476642676619
"lower_0",0.786398338200926
"upper_0",1.27494033580538
"CI_width_0",0.488541997604451
"CI_0",0.954436450839328
"power_0",0.0239808153477218
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",1.03079280348952
"MSE_0.25",0.0130554899947473
"lower_0.25",0.822762118335892
"upper_0.25",1.29142537888002
"CI_width_0.25",0.468663260544124
"CI_0.25",0.964028776978417
"power_0.25",0.00719424460431655
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",1.04921906094621
"MSE_0.5",0.0139521742024481
"lower_0.5",0.846992610388901
"upper_0.5",1.29973193770983
"CI_width_0.5",0.452739327320934
"CI_0.5",0.961630695443645
"power_0.5",0.00239808153477218
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",1.06173216463061
"MSE_0.75",0.015556153727025
"lower_0.75",0.864362159632997
"upper_0.75",1.30417382411168
"CI_width_0.75",0.439811664478686
"CI_0.75",0.932853717026379
"power_0.75",0.00479616306954436
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",1.07071368078673
"MSE_1",0.0172430433552845
"lower_1",0.877438522513366
"upper_1",1.30656629703604
"CI_width_1",0.429127774522669
"CI_1",0.918465227817746
"power_1",0.00479616306954436
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",1.08009508213626
"MSE_iptw",0.0212250160090092
"lower_iptw",0.86253519618591
"upper_iptw",1.35264413893137
"CI_width_iptw",0.490108942745457
"CI_iptw",0.918465227817746
"power_iptw",0.00239808153477218
"se_iptw",NA
"age_iptw",0.01180552398907
"sex2_iptw",0.0904536525758268
"HR_cox",1.00203701717618
"MSE_cox",0.0155241875397772
"lower_cox",0.785664778666565
"upper_cox",1.27800159299113
"CI_width_cox",0.492336814324563
"CI_cox",0.959232613908873
"power_cox",0.0191846522781775
"se_cox",NA
"age_cox",0.00914663840637255
"sex2_cox",0.226216755808269
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.959826100025468
"MSE_a0_v1",0.013757559389395
"lower_a0_v1",0.777751272886004
"upper_a0_v1",1.18453058774346
"CI_width_a0_v1",0.406779314857453
"CI_a0_v1",0.909832134292566
"power_a0_v1",0.0798561151079137
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.109311285124063
"a0_logHR",-0.0198054658866356
"bias_a0",NA
"scale",-0.549306144334055
"mean_a0",0.480685310311901
"a0_wt_ecog0",0.465363041129734
"a0_wt_ecog1",0.481049795293319
"a0_wt_ecogNA",0.483040211329445
"a0_wt_int1",0.503053374340528
"a0_wt_int2",0.443188418036855
"a0_mean_q0.1",0.0965688177458034
"a0_wt_int1_q0.1",0.137423800959233
"a0_wt_int2_q0.1",0.0649349136690648
