"","x"
"HR_a0",0.981329054559507
"MSE_a0",0.0135214573167273
"lower_a0",0.785354939459865
"upper_a0",1.22621121522566
"CI_width_a0",0.440856275765792
"CI_a0",0.949640287769784
"power_a0",0.0311750599520384
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",0.992274483894556
"MSE_0",0.0150228551375323
"lower_0",0.779375660560902
"upper_0",1.26333240037224
"CI_width_0",0.483956739811334
"CI_0",0.952038369304556
"power_0",0.0311750599520384
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",0.994485928914744
"MSE_0.25",0.0135886606336816
"lower_0.25",0.788824051634558
"upper_0.25",1.25377077427683
"CI_width_0.25",0.46494672264227
"CI_0.25",0.949640287769784
"power_0.25",0.026378896882494
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",0.996107761539342
"MSE_0.5",0.013078791192544
"lower_0.5",0.79627829801977
"upper_0.5",1.2460896004663
"CI_width_0.5",0.449811302446526
"CI_0.5",0.952038369304556
"power_0.5",0.0239808153477218
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",0.997315968466056
"MSE_0.75",0.0130294542438825
"lower_0.75",0.802319364911422
"upper_0.75",1.23971051612533
"CI_width_0.75",0.437391151213904
"CI_0.75",0.94484412470024
"power_0.75",0.0287769784172662
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",0.998221735908394
"MSE_1",0.0132184337895487
"lower_1",0.807316689861458
"upper_1",1.23427678936704
"CI_width_1",0.426960099505578
"CI_1",0.928057553956835
"power_1",0.0383693045563549
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",1.00009972426765
"MSE_iptw",0.0185310731081656
"lower_iptw",0.786801313614808
"upper_iptw",1.27142783977548
"CI_width_iptw",0.484626526160667
"CI_iptw",0.911270983213429
"power_iptw",0.0575539568345324
"se_iptw",NA
"age_iptw",0.00864059587631754
"sex2_iptw",0.233480659163008
"HR_cox",0.992775082413948
"MSE_cox",0.0156674498852512
"lower_cox",0.778480232499657
"upper_cox",1.26606327635176
"CI_width_cox",0.487583043852106
"CI_cox",0.949640287769784
"power_cox",0.0311750599520384
"se_cox",NA
"age_cox",0.0088586431014669
"sex2_cox",0.227418749253169
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.966303732482145
"MSE_a0_v1",0.0139590022509888
"lower_a0_v1",0.775177740117613
"upper_a0_v1",1.20455966364967
"CI_width_a0_v1",0.429381923532056
"CI_a0_v1",0.929736211031175
"power_a0_v1",0.0544364508393285
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.113658467385363
"a0_logHR",-0.0256163418748904
"bias_a0",NA
"scale",0
"mean_a0",0.495328048030247
"a0_wt_ecog0",0.501436826442343
"a0_wt_ecog1",0.496311403975537
"a0_wt_ecogNA",0.494784268828251
"a0_wt_int1",0.49521833381295
"a0_wt_int2",0.494717135687506
"a0_mean_q0.1",0.115014326139089
"a0_wt_int1_q0.1",0.124948527577938
"a0_wt_int2_q0.1",0.113498623501199
"a0_mean_q0.25",0.263267553956835
"a0_wt_int1_q0.25",0.271380533573141
"a0_wt_int2_q0.25",0.25436610911271
"a0_mean_q0.5",0.492591438848921
"a0_wt_int1_q0.5",0.491810959232614
"a0_wt_int2_q0.5",0.494205623501199
"a0_mean_q0.75",0.725019196642686
"a0_wt_int1_q0.75",0.715328561151079
"a0_wt_int2_q0.75",0.732978405275779
"a0_mean_q0.9",0.882907191846523
