"","x"
"HR_a0",0.727165770761657
"MSE_a0",0.00745511146784391
"lower_a0",0.580976801007377
"upper_a0",0.910144248842598
"CI_width_a0",0.329167447835221
"CI_a0",0.942446043165468
"power_a0",0.793764988009592
"se_a0",NA
"age_a0",NA
"sex2_a0",NA
"HR_0",0.733709480943755
"MSE_0",0.00875990457558795
"lower_0",0.575800632982611
"upper_0",0.934925664686967
"CI_width_0",0.359125031704356
"CI_0",0.94484412470024
"power_0",0.733812949640288
"se_0",NA
"age_0",NA
"sex2_0",NA
"HR_0.25",0.735166087757644
"MSE_0.25",0.00760693189469761
"lower_0.25",0.582379783094179
"upper_0.25",0.928038267619678
"CI_width_0.25",0.345658484525499
"CI_0.25",0.949640287769784
"power_0.25",0.764988009592326
"se_0.25",NA
"age_0.25",NA
"sex2_0.25",NA
"HR_0.5",0.736191154455614
"MSE_0.5",0.00702682103406654
"lower_0.5",0.587548274740569
"upper_0.5",0.922442828200768
"CI_width_0.5",0.334894553460199
"CI_0.5",0.952038369304556
"power_0.5",0.779376498800959
"se_0.5",NA
"age_0.5",NA
"sex2_0.5",NA
"HR_0.75",0.736915584665322
"MSE_0.75",0.00675094182788785
"lower_0.75",0.591721336186376
"upper_0.75",0.917742077068379
"CI_width_0.75",0.326020740882002
"CI_0.75",0.94484412470024
"power_0.75",0.793764988009592
"se_0.75",NA
"age_0.75",NA
"sex2_0.75",NA
"HR_1",0.737422900496209
"MSE_1",0.00664632846793756
"lower_1",0.595162296535287
"upper_1",0.913693834162045
"CI_width_1",0.318531537626757
"CI_1",0.940047961630695
"power_1",0.810551558752998
"se_1",NA
"age_1",NA
"sex2_1",NA
"HR_f",NA
"MSE_f",NA
"lower_f",NA
"upper_f",NA
"CI_width_f",NA
"CI_f",NA
"power_f",NA
"se_f",NA
"age_f",NA
"sex2_f",NA
"HR_iptw",0.735012797646608
"MSE_iptw",0.00819654056702481
"lower_iptw",0.577563098932823
"upper_iptw",0.935559963208051
"CI_width_iptw",0.357996864275228
"CI_iptw",0.942446043165468
"power_iptw",0.73621103117506
"se_iptw",NA
"age_iptw",0.00762784263118067
"sex2_iptw",0.259614013988653
"HR_cox",0.732277661728124
"MSE_cox",0.00896114282092292
"lower_cox",0.573154925863146
"upper_cox",0.935582531392944
"CI_width_cox",0.362427605529798
"CI_cox",0.94484412470024
"power_cox",0.731414868105516
"se_cox",NA
"age_cox",0.00865798403745624
"sex2_cox",0.231159287862265
"HR_com_cauchy",NA
"MSE_com_cauchy",NA
"lower_com_cauchy",NA
"upper_com_cauchy",NA
"CI_width_com_cauchy",NA
"CI_com_cauchy",NA
"power_com_cauchy",NA
"se_com_cauchy",NA
"age_com_cauchy",NA
"sex2_com_cauchy",NA
"HR_com_a0",NA
"MSE_com_a0",NA
"lower_com_a0",NA
"upper_com_a0",NA
"CI_width_com_a0",NA
"CI_com_a0",NA
"power_com_a0",NA
"se_com_a0",NA
"age_com_a0",NA
"sex2_com_a0",NA
"HR_a0_v1",0.717095692324046
"MSE_a0_v1",0.00758651505035295
"lower_a0_v1",0.574164382908593
"upper_a0_v1",0.895613260410675
"CI_width_a0_v1",0.321448877502083
"CI_a0_v1",0.939088729016787
"power_a0_v1",0.831654676258993
"se_a0_v1",NA
"age_a0_v1",NA
"sex2_a0_v1",NA
"SE_a0",0.114555078019045
"a0_logHR",-0.325622619112765
"bias_a0",NA
"scale",0.183102048111352
"mean_a0",0.496912721004781
"a0_wt_ecog0",0.500842947424145
"a0_wt_ecog1",0.496174050264517
"a0_wt_ecogNA",0.497678345974567
"a0_wt_int1",0.496220853477218
"a0_wt_int2",0.497303887373651
"a0_mean_q0.1",0.114550465227818
"a0_wt_int1_q0.1",0.124116513189448
"a0_wt_int2_q0.1",0.110707904076739
"a0_mean_q0.25",0.263520701438849
"a0_wt_int1_q0.25",0.271944820143885
"a0_wt_int2_q0.25",0.253311420863309
"a0_mean_q0.5",0.495588800959233
"a0_wt_int1_q0.5",0.493753465227818
"a0_wt_int2_q0.5",0.499126282973621
"a0_mean_q0.75",0.727916318944844
"a0_wt_int1_q0.75",0.716541420863309
"a0_wt_int2_q0.75",0.739669256594724
"a0_mean_q0.9",0.884817942446043
"a0_wt_int1_q0.9",0.877480139088729
"a0_wt_int2_q0.9",0.881232625899281
"a0_wts_0_1",0.496443624100719
"a0_wts_1_1",0.496022307753797
"a0_wts_2_1",0.49628817939197
"a0_wts_0_2",NA
"a0_wts_1_2",0.493529410047759
"a0_wts_2_2",0.499138968507588
"nu_trt",200
"nu_ctrl",100
"nu_h",55.0095923261391
"T1E",0
"a0_wt_obs",0.509786032040554
"a0_wt_cen",0.485268011098927
"HR_e0.15_t_0.975",0.73206778142707
"MSE_e0.15_t_0.975",0.00772167992836982
"lower_e0.15_t_0.975",0.581393643414157
"upper_e0.15_t_0.975",0.921839995057756
"CI_width_e0.15_t_0.975",0.340446351643599
"CI_e0.15_t_0.975",0.952038369304556
"power_e0.15_t_0.975",0.762589928057554
"se_e0.15_t_0.975",NA
"age_e0.15_t_0.975",NA
"sex2_e0.15_t_0.975",NA
"HR_e0.20_t_0.975",0.731767469271645
"MSE_e0.20_t_0.975",0.00772601097185596
"lower_e0.20_t_0.975",0.58118264322269
"upper_e0.20_t_0.975",0.921418638893721
"CI_width_e0.20_t_0.975",0.340235995671031
"CI_e0.20_t_0.975",0.952038369304556
"power_e0.20_t_0.975",0.764988009592326
"se_e0.20_t_0.975",NA
"age_e0.20_t_0.975",NA
"sex2_e0.20_t_0.975",NA
"HR_e0.25_t_0.975",0.731467970710048
"MSE_e0.25_t_0.975",0.00773107659523097
"lower_e0.25_t_0.975",0.580972136774236
"upper_e0.25_t_0.975",0.920998555367149
